REF_DATE,GEO,DGUID,Age group,Sex,Income source,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2013,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,27719,A,,,0
2014,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,28258,A,,,0
2015,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,28274,A,,,0
2016,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,28809,A,,,0
2017,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,30039,A,,,0
2018,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,31281,A,,,0
2019,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,31025,A,,,0
2020,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,33101,A,,,0
2021,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,33680,A,,,0
2022,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,32918,A,,,0
2023,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Aggregate income,2023 constant dollars,449,millions,6,v107669856,6.1.1.1.3,33775,A,,,0
2000,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,39500,A,,,0
2001,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,40400,A,,,0
2002,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,39700,A,,,0
2003,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,40000,A,,,0
2004,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,40300,A,,,0
2005,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,40100,A,,,0
2006,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,41300,A,,,0
2007,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,43100,A,,,0
2008,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,43500,A,,,0
2009,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,44500,A,,,0
2010,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,44400,A,,,0
2011,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,45500,A,,,0
2012,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,45500,A,,,0
2013,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,46000,A,,,0
2014,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,46600,A,,,0
2015,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,46500,A,,,0
2016,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,47200,A,,,0
2017,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,48900,A,,,0
2018,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,50300,A,,,0
2019,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,49800,A,,,0
2020,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,52100,A,,,0
2021,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,52500,A,,,0
2022,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,50100,A,,,0
2023,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Average income (excluding zeros),2023 constant dollars,449,units,0,v107669857,6.1.1.1.4,49800,A,,,0
2000,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,29200,A,,,0
2001,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,30400,A,,,0
2002,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,29300,A,,,0
2003,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,30700,A,,,0
2004,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,30900,A,,,0
2005,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,30600,B,,,0
2006,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,32700,A,,,0
2007,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,34000,A,,,0
2008,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,34600,B,,,0
2009,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,35300,A,,,0
2010,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,35200,A,,,0
2011,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,35600,A,,,0
2012,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,35500,A,,,0
2013,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,37100,A,,,0
2014,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,38200,A,,,0
2015,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,37500,A,,,0
2016,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,38600,A,,,0
2017,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,39300,A,,,0
2018,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,39800,A,,,0
2019,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,41000,A,,,0
2020,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,42500,A,,,0
2021,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,43100,A,,,0
2022,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,41600,A,,,0
2023,New Brunswick,2021A000213,15 years and over,Both sexes,Total income,Median income (excluding zeros),2023 constant dollars,449,units,0,v107669858,6.1.1.1.5,41500,A,,,0
2000,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,420,A,,,0
2001,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,420,A,,,0
2002,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,420,A,,,0
2003,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,423,A,,,0
2004,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,424,A,,,0
2005,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,423,A,,,0
2006,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,419,A,,,0
2007,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,423,A,,,0
2008,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,424,A,,,0
2009,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,428,A,,,0
2010,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,433,A,,,0
2011,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,435,A,,,0
2012,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,437,A,,,0
2013,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,442,A,,,0
2014,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,441,A,,,0
2015,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,441,A,,,0
2016,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,442,A,,,0
2017,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,441,A,,,0
2018,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,439,A,,,0
2019,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,439,A,,,0
2020,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,439,A,,,0
2021,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,441,A,,,0
2022,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,451,A,,,0
2023,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number of persons,Number,223,thousands,3,v107664454,3.1.1.1.1,459,A,,,0
2000,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,397,A,,,0
2001,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,397,A,,,0
2002,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,398,A,,,0
2003,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,403,A,,,0
2004,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,404,A,,,0
2005,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,408,A,,,0
2006,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,404,A,,,0
2007,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,409,A,,,0
2008,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,410,A,,,0
2009,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,416,A,,,0
2010,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,421,A,,,0
2011,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,424,A,,,0
2012,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,427,A,,,0
2013,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,429,A,,,0
2014,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,429,A,,,0
2015,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,432,A,,,0
2016,Newfoundland and Labrador,2021A000210,15 years and over,Both sexes,Total income,Number with income,Number,223,thousands,3,v107664455,3.1.1.1.2,432,A,,,0
